Date,Day,Month,Year,SolRadiation (MJ/m²/day),TempMin (°C),TempMax (°C),RelHumMin (%),RelHumMax (%),net radiation name,net radiation,surplus,surplusinshort,deficit,deficitinshort,,,,,,,,,
7/22/2019,22,7,2019,17.208,23.5,30,69,97,surplus,106.7736734,1.009454148,surplus,-0.009454148,deficit,,,,,,,,,
7/23/2019,23,7,2019,16.884,22.5,29,68,98,surplus,75.40469795,1.013440012,surplus,-0.013440012,deficit,,,,,,,,,
7/24/2019,24,7,2019,15.372,22.5,30,72,95,surplus,89.30805782,1.011323995,surplus,-0.011323995,deficit,,,,,,,,,
7/25/2019,25,7,2019,16.416,23,29.5,78,95,surplus,114.0327599,1.008846993,surplus,-0.008846993,deficit,,,,,,,,,
7/26/2019,26,7,2019,13.176,22.5,28,73,94,surplus,56.77191471,1.017930172,surplus,-0.017930172,deficit,,,,,,,,,
7/27/2019,27,7,2019,14.652,22.5,29,74,96,surplus,80.68604802,1.012549248,surplus,-0.012549248,deficit,,,,,,,,,
7/28/2019,28,7,2019,15.588,23.5,26.5,86,96,surplus,97.65497308,1.010346079,surplus,-0.010346079,deficit,,,,,,,,,
7/29/2019,29,7,2019,14.436,22.5,30,67,94,surplus,67.53573518,1.015029518,surplus,-0.015029518,deficit,,,,,,,,,
7/30/2019,30,7,2019,16.668,23,30,63,94,surplus,68.48016818,1.014819169,surplus,-0.014819169,deficit,,,,,,,,,
7/31/2019,31,7,2019,16.308,24,30,64,94,surplus,84.52297948,1.011972753,surplus,-0.011972753,deficit,,,,,,,,,
8/1/2019,1,8,2019,15.264,23,29,66,95,surplus,63.44687878,1.016013611,surplus,-0.016013611,deficit,,,,,,,,,
8/2/2019,2,8,2019,13.788,23,30,63,95,surplus,60.97174164,1.01667452,surplus,-0.01667452,deficit,,,,,,,,,
8/3/2019,3,8,2019,11.736,22,27,76,95,surplus,45.95352328,1.022245197,surplus,-0.022245197,deficit,,,,,,,,,
8/4/2019,4,8,2019,14.508,23,28.5,71,95,surplus,69.35413744,1.014629692,surplus,-0.014629692,deficit,,,,,,,,,
8/5/2019,5,8,2019,14.112,22,28.5,62,94,surplus,30.55244467,1.033838148,surplus,-0.033838148,deficit,,,,,,,,,
8/6/2019,6,8,2019,14.436,22,28.5,71,94,surplus,55.7262013,1.018272783,surplus,-0.018272783,deficit,,,,,,,,,
8/7/2019,7,8,2019,14.292,22.5,29.5,68,95,surplus,65.96579305,1.015392716,surplus,-0.015392716,deficit,,,,,,,,,
8/8/2019,8,8,2019,14.01942857,22.5,26,90,97,surplus,82.48058018,1.012272863,surplus,-0.012272863,deficit,,,,,,,,,
8/9/2019,9,8,2019,10.692,21.5,26,84,97,surplus,47.34322352,1.021578128,surplus,-0.021578128,deficit,,,,,,,,,
8/10/2019,10,8,2019,18.324,21.5,30,63,95,surplus,54.85696451,1.018567701,surplus,-0.018567701,deficit,,,,,,,,,
8/11/2019,11,8,2019,17.82,22.5,30.1,60,94,surplus,55.15123893,1.018466798,surplus,-0.018466798,deficit,,,,,,,,,
8/12/2019,12,8,2019,14.328,21,28.5,68,95,surplus,38.44067581,1.02670892,surplus,-0.02670892,deficit,,,,,,,,,
8/13/2019,13,8,2019,15.588,23,28.5,75,96,surplus,87.62957952,1.011543401,surplus,-0.011543401,deficit,,,,,,,,,
8/14/2019,14,8,2019,12.204,22.5,29.5,65,96,surplus,52.51019146,1.019413634,surplus,-0.019413634,deficit,,,,,,,,,
8/15/2019,15,8,2019,15.732,22,29,64,95,surplus,46.28493739,1.022082398,surplus,-0.022082398,deficit,,,,,,,,,
8/16/2019,16,8,2019,10.98,22,29,67,95,surplus,42.92244151,1.023853573,surplus,-0.023853573,deficit,,,,,,,,,
8/17/2019,17,8,2019,15.264,22.1,30,63,95,surplus,54.98902306,1.018522284,surplus,-0.018522284,deficit,,,,,,,,,
8/18/2019,18,8,2019,15.66,23,30,60,94,surplus,55.23838265,1.018437128,surplus,-0.018437128,deficit,,,,,,,,,
8/19/2019,19,8,2019,13.248,22.5,29.5,65,95,surplus,54.03723456,1.018854678,surplus,-0.018854678,deficit,,,,,,,,,
8/20/2019,20,8,2019,14.94,23,29,77,97,surplus,99.14163529,1.010189355,surplus,-0.010189355,deficit,,,,,,,,,
8/21/2019,21,8,2019,16.452,23,30,72,95,surplus,101.3980965,1.009960348,surplus,-0.009960348,deficit,,,,,,,,,
8/22/2019,22,8,2019,14.328,22.5,30.5,63,97,surplus,66.57903966,1.015248775,surplus,-0.015248775,deficit,,,,,,,,,
8/23/2019,23,8,2019,14.41028571,21.5,26,86,97,surplus,63.82079776,1.015918295,surplus,-0.015918295,deficit,,,,,,,,,
8/24/2019,24,8,2019,14.256,22,28,75,96,surplus,63.76182014,1.015933254,surplus,-0.015933254,deficit,,,,,,,,,
8/25/2019,25,8,2019,14.472,22.5,28,70,96,surplus,56.84004644,1.017908295,surplus,-0.017908295,deficit,,,,,,,,,
8/26/2019,26,8,2019,15.264,22.5,28,77,97,surplus,81.03979002,1.012493786,surplus,-0.012493786,deficit,,,,,,,,,
8/27/2019,27,8,2019,15.84,22.5,30,65,96,surplus,70.37253254,1.014414927,surplus,-0.014414927,deficit,,,,,,,,,
8/28/2019,28,8,2019,13.176,23,29,64,94,surplus,49.59003842,1.02058035,surplus,-0.02058035,deficit,,,,,,,,,
8/29/2019,29,8,2019,15.588,23,29.5,55,97,surplus,39.89020525,1.025713415,surplus,-0.025713415,deficit,,,,,,,,,
8/30/2019,30,8,2019,18.216,21.5,30.5,68,94,surplus,79.1381171,1.012797851,surplus,-0.012797851,deficit,,,,,,,,,
8/31/2019,31,8,2019,18.288,21.5,30,63,95,surplus,54.77613689,1.018595609,surplus,-0.018595609,deficit,,,,,,,,,
9/1/2019,1,9,2019,15.83485714,21,27,74,94,surplus,38.30647796,1.026804996,surplus,-0.026804996,deficit,,,,,,,,,
9/2/2019,2,9,2019,15.66,21.2,27,80,96,surplus,60.2173155,1.016886953,surplus,-0.016886953,deficit,,,,,,,,,
9/3/2019,3,9,2019,15.084,22.5,28.5,68,94,surplus,54.78828413,1.018591409,surplus,-0.018591409,deficit,,,,,,,,,
9/4/2019,4,9,2019,12.06,22.5,30,71,94,surplus,68.86379368,1.014735398,surplus,-0.014735398,deficit,,,,,,,,,
9/5/2019,5,9,2019,13.824,23,29.5,71,94,surplus,76.45554327,1.013252837,surplus,-0.013252837,deficit,,,,,,,,,
9/6/2019,6,9,2019,14.58,23,25.5,87,95,surplus,73.88526095,1.013720195,surplus,-0.013720195,deficit,,,,,,,,,
9/7/2019,7,9,2019,15.552,21.5,29,70,94,surplus,56.42597448,1.018042082,surplus,-0.018042082,deficit,,,,,,,,,
9/8/2019,8,9,2019,14.472,22.5,30,63,93,surplus,53.50352368,1.019046341,surplus,-0.019046341,deficit,,,,,,,,,
9/9/2019,9,9,2019,15.66,22.5,28.5,28.5,69,deficit,-114.5062469,0.99134246,surplus,0.00865754,deficit,,,,,,,,,
9/10/2019,10,9,2019,10.512,23,27,79,96,surplus,57.78252544,1.017611052,surplus,-0.017611052,deficit,,,,,,,,,
9/11/2019,11,9,2019,15.588,22.5,26.5,85,96,surplus,82.16097525,1.012321193,surplus,-0.012321193,deficit,,,,,,,,,
9/12/2019,12,9,2019,12.204,22.5,28,74,94,surplus,55.84913939,1.018231827,surplus,-0.018231827,deficit,,,,,,,,,
9/13/2019,13,9,2019,18.324,22.5,30,64,95,surplus,72.89787469,1.013908617,surplus,-0.013908617,deficit,,,,,,,,,
9/14/2019,14,9,2019,15.588,22,27,70,95,surplus,40.43437846,1.025358584,surplus,-0.025358584,deficit,,,,,,,,,
9/15/2019,15,9,2019,17.388,21.5,30,68,94,surplus,68.76835611,1.01475615,surplus,-0.01475615,deficit,,,,,,,,,
9/16/2019,16,9,2019,17.352,22,29.5,70,92,surplus,70.57622523,1.014372726,surplus,-0.014372726,deficit,,,,,,,,,
9/17/2019,17,9,2019,16.56,23.5,30,62,93,surplus,69.08287562,1.014687981,surplus,-0.014687981,deficit,,,,,,,,,
9/18/2019,18,9,2019,15.588,23,30.5,66,95,surplus,83.57005027,1.012110929,surplus,-0.012110929,deficit,,,,,,,,,
9/19/2019,19,9,2019,10.728,22.5,27.5,77,95,surplus,53.58975285,1.019015111,surplus,-0.019015111,deficit,,,,,,,,,
9/20/2019,20,9,2019,16.38,22.5,29.5,63,96,surplus,59.08232139,1.017216943,surplus,-0.017216943,deficit,,,,,,,,,
9/21/2019,21,9,2019,17.568,23,31,65,96,surplus,98.54736112,1.010251431,surplus,-0.010251431,deficit,,,,,,,,,
9/22/2019,22,9,2019,15.588,21.5,30,66,95,surplus,58.51149267,1.017387829,surplus,-0.017387829,deficit,,,,,,,,,
9/23/2019,23,9,2019,20.088,21.5,29.61428571,65,96,surplus,63.6667813,1.015957418,surplus,-0.015957418,deficit,,,,,,,,,
9/24/2019,24,9,2019,18.468,21.5,29.74489796,54,99,surplus,26.65901339,1.03897266,surplus,-0.03897266,deficit,,,,,,,,,
9/25/2019,25,9,2019,17.244,22,30.5,66,95,surplus,77.02408055,1.013153727,surplus,-0.013153727,deficit,,,,,,,,,
9/26/2019,26,9,2019,18.108,23.6,30,69,96,surplus,110.5895302,1.009124959,surplus,-0.009124959,deficit,,,,,,,,,
9/27/2019,27,9,2019,16.344,22,29,66,95,surplus,53.99506214,1.018869683,surplus,-0.018869683,deficit,,,,,,,,,
9/28/2019,28,9,2019,14.724,22.5,28.5,60,95,surplus,33.23689642,1.031020356,surplus,-0.031020356,deficit,,,,,,,,,
9/29/2019,29,9,2019,19.116,23,29,64,95,surplus,68.40499842,1.014835695,surplus,-0.014835695,deficit,,,,,,,,,
9/30/2019,30,9,2019,15.588,21,31,79,98,surplus,116.6053583,1.008650118,surplus,-0.008650118,deficit,,,,,,,,,
10/1/2019,1,10,2019,17.08457143,20,27,86,97,surplus,69.42780385,1.014613943,surplus,-0.014613943,deficit,,,,,,,,,
10/2/2019,2,10,2019,15.588,22.5,30,71,97,surplus,91.30484865,1.011073603,surplus,-0.011073603,deficit,,,,,,,,,
10/3/2019,3,10,2019,18.216,20.5,29,68,97,surplus,50.0320479,1.020394824,surplus,-0.020394824,deficit,,,,,,,,,
10/4/2019,4,10,2019,16.66579592,21.5,27.5,82,98,surplus,84.04175781,1.012042134,surplus,-0.012042134,deficit,,,,,,,,,
10/5/2019,5,10,2019,15.588,22,27,80,98,surplus,73.3974382,1.013812643,surplus,-0.013812643,deficit,,,,,,,,,
10/6/2019,6,10,2019,20.304,22,31.5,60,97,surplus,83.06398491,1.012185613,surplus,-0.012185613,deficit,,,,,,,,,
10/7/2019,7,10,2019,15.588,21.5,30,64,98,surplus,57.90123449,1.017574311,surplus,-0.017574311,deficit,,,,,,,,,
10/8/2019,8,10,2019,17.00490962,23.5,27,86,94,surplus,108.1737916,1.009330639,surplus,-0.009330639,deficit,,,,,,,,,
10/9/2019,9,10,2019,17.64,22,26.5,80,93,surplus,62.74601348,1.016195378,surplus,-0.016195378,deficit,,,,,,,,,
10/10/2019,10,10,2019,15.588,22.5,29.5,73,92,surplus,80.30150824,1.012610101,surplus,-0.012610101,deficit,,,,,,,,,
10/11/2019,11,10,2019,15.588,23.5,27,78,93,surplus,76.29793584,1.013280577,surplus,-0.013280577,deficit,,,,,,,,,
10/12/2019,12,10,2019,19.44,23,27,78,94,surplus,86.61709772,1.01167991,surplus,-0.01167991,deficit,,,,,,,,,
10/13/2019,13,10,2019,15.588,22,30,60,90,surplus,34.61644009,1.02974735,surplus,-0.02974735,deficit,,,,,,,,,
10/14/2019,14,10,2019,18.216,21.5,32,37,90,deficit,-39.92251767,0.975563576,deficit,0.024436424,deficit,,,,,,,,,
10/15/2019,15,10,2019,15.588,21.5,29,36,91,deficit,-53.45325888,0.981635626,surplus,0.018364374,deficit,,,,,,,,,
10/16/2019,16,10,2019,15.588,22.5,30.5,63,93,surplus,62.74119194,1.016196642,surplus,-0.016196642,deficit,,,,,,,,,
10/17/2019,17,10,2019,18.36,21.5,31,55,92,surplus,29.71143847,1.034829324,surplus,-0.034829324,deficit,,,,,,,,,
10/18/2019,18,10,2019,15.588,21.5,29.5,54,91,surplus,6.463476926,1.183033627,surplus,-0.183033627,deficit,,,,,,,,,
10/19/2019,19,10,2019,16.90971429,22,28.5,68,92,surplus,48.88111955,1.020885059,surplus,-0.020885059,deficit,,,,,,,,,
10/20/2019,20,10,2019,15.588,23.5,27,68,92,surplus,46.85519138,1.021807782,surplus,-0.021807782,deficit,,,,,,,,,
10/21/2019,21,10,2019,21.348,21.5,31,53,91,surplus,20.03939729,1.052522671,surplus,-0.052522671,deficit,,,,,,,,,
10/22/2019,22,10,2019,19.836,22,31,50,92,surplus,16.03726375,1.06650146,surplus,-0.06650146,deficit,,,,,,,,,
10/23/2019,23,10,2019,17.82,23,30,60,93,surplus,58.45142628,1.017406008,surplus,-0.017406008,deficit,,,,,,,,,
10/24/2019,24,10,2019,15.732,23,29.5,55,94,surplus,33.54358731,1.03072802,surplus,-0.03072802,deficit,,,,,,,,,
10/25/2019,25,10,2019,17.136,21,30.5,57,93,surplus,26.16283137,1.039741156,surplus,-0.039741156,deficit,,,,,,,,,
10/26/2019,26,10,2019,15.192,22,30.6,57,92,surplus,34.92704,1.029475015,surplus,-0.029475015,deficit,,,,,,,,,
10/27/2019,27,10,2019,15.588,22.5,30,60,92,surplus,44.59313086,1.022939394,surplus,-0.022939394,deficit,,,,,,,,,
10/28/2019,28,10,2019,12.888,21.5,27.5,75,92,surplus,42.35154593,1.024182893,surplus,-0.024182893,deficit,,,,,,,,,
10/29/2019,29,10,2019,15.732,21,28,73,93,surplus,45.64092893,1.022400968,surplus,-0.022400968,deficit,,,,,,,,,
10/30/2019,30,10,2019,18.72,22.5,30,62,93,surplus,61.20940536,1.016608701,surplus,-0.016608701,deficit,,,,,,,,,
10/31/2019,31,10,2019,18.9,23,31.5,56,93,surplus,65.64375902,1.015469397,surplus,-0.015469397,deficit,,,,,,,,,
11/1/2019,1,11,2019,17.82,23,32,45,92,surplus,19.89799685,1.052915661,surplus,-0.052915661,deficit,,,,,,,,,
11/2/2019,2,11,2019,14.724,22.5,29.5,71,95,surplus,76.56276969,1.013234031,surplus,-0.013234031,deficit,,,,,,,,,
11/3/2019,3,11,2019,15.012,22.5,31.5,56,94,surplus,51.06759729,1.019972998,surplus,-0.019972998,deficit,,,,,,,,,
11/4/2019,4,11,2019,21.384,22,33,46,95,surplus,32.0232701,1.032233868,surplus,-0.032233868,deficit,,,,,,,,,
11/5/2019,5,11,2019,19.8,24,31.5,58,93,surplus,93.98027874,1.010754969,surplus,-0.010754969,deficit,,,,,,,,,
11/6/2019,6,11,2019,16.776,22.5,31,59,93,surplus,58.23459269,1.017471951,surplus,-0.017471951,deficit,,,,,,,,,
11/7/2019,7,11,2019,16.02,22.5,32,55,93,surplus,53.65153812,1.018992797,surplus,-0.018992797,deficit,,,,,,,,,
11/8/2019,8,11,2019,19.152,24.5,32,42,93,surplus,33.2585816,1.030999503,surplus,-0.030999503,deficit,,,,,,,,,
11/9/2019,9,11,2019,20.052,24,32.5,42,93,surplus,31.36875456,1.032928581,surplus,-0.032928581,deficit,,,,,,,,,
11/10/2019,10,11,2019,12.096,24,30,72,94,surplus,86.8947147,1.01164216,surplus,-0.01164216,deficit,,,,,,,,,
11/11/2019,11,11,2019,14.148,23,30,73,95,surplus,92.13011047,1.010973321,surplus,-0.010973321,deficit,,,,,,,,,
11/12/2019,12,11,2019,19.548,23.5,31.5,56,93,surplus,75.47703444,1.013426958,surplus,-0.013426958,deficit,,,,,,,,,
11/13/2019,13,11,2019,19.296,21.5,31.5,46,93,deficit,-0.164727121,0.141429797,deficit,0.858570203,surplus,,,,,,,,,
11/14/2019,14,11,2019,13.5,22.5,32,43,90,surplus,3.037654888,1.490760239,surplus,-0.490760239,deficit,,,,,,,,,
11/15/2019,15,11,2019,20.124,22.5,33.5,37,92,deficit,-10.36925406,0.912043482,deficit,0.087956518,surplus,,,,,,,,,
11/16/2019,16,11,2019,20.916,24,34,32,94,deficit,-2.527004167,0.716473258,deficit,0.283526742,surplus,,,,,,,,,
11/17/2019,17,11,2019,17.82,24,34,32,94,deficit,-0.032089975,0.031092227,deficit,0.968907773,surplus,,,,,,,,,
11/18/2019,18,11,2019,20.448,25,32.5,39,94,surplus,37.65703488,1.027279893,surplus,-0.027279893,deficit,,,,,,,,,
11/19/2019,19,11,2019,19.692,24.5,33,51,94,surplus,94.52019819,1.010692877,surplus,-0.010692877,deficit,,,,,,,,,
11/20/2019,20,11,2019,18.576,24,32.5,54,94,surplus,88.58656691,1.011417276,surplus,-0.011417276,deficit,,,,,,,,,
11/21/2019,21,11,2019,13.824,24,31,67,95,surplus,96.83598544,1.010434494,surplus,-0.010434494,deficit,,,,,,,,,
11/22/2019,22,11,2019,20.736,21,32,55,94,surplus,44.51333614,1.02298146,surplus,-0.02298146,deficit,,,,,,,,,
11/23/2019,23,11,2019,20.772,21,31.5,52,95,surplus,25.18524575,1.041347523,surplus,-0.041347523,deficit,,,,,,,,,
11/24/2019,24,11,2019,18.252,25,33.5,37,94,surplus,35.88408679,1.028666366,surplus,-0.028666366,deficit,,,,,,,,,
11/25/2019,25,11,2019,19.656,25,33.5,36,90,surplus,19.39562053,1.054360765,surplus,-0.054360765,deficit,,,,,,,,,
11/26/2019,26,11,2019,19.62,25,33.5,52,93,surplus,113.0333438,1.008925914,surplus,-0.008925914,deficit,,,,,,,,,
11/27/2019,27,11,2019,19.908,23.5,33.5,30,88,deficit,-43.09997441,0.97732425,deficit,0.02267575,deficit,,,,,,,,,
11/28/2019,28,11,2019,19.98,22,33.5,31,92,deficit,-49.19709552,0.980078529,surplus,0.019921471,deficit,,,,,,,,,
11/29/2019,29,11,2019,17.82,23,33.5,30,91,deficit,-36.1386528,0.973073875,deficit,0.026926125,deficit,,,,,,,,,
11/30/2019,30,11,2019,17.82,23.5,34,12,92,deficit,-110.3761093,0.991021414,surplus,0.008978586,deficit,,,,,,,,,
12/1/2019,1,12,2019,16.56,24,32,39.1,93,surplus,11.90614873,1.091691396,surplus,-0.091691396,deficit,,,,,,,,,
12/2/2019,2,12,2019,17.244,23,32,37.8,92,deficit,-10.13268302,0.910174394,deficit,0.089825606,surplus,,,,,,,,,
12/3/2019,3,12,2019,14.832,24.1,33,62.3,92,surplus,108.0120059,1.009344746,surplus,-0.009344746,deficit,,,,,,,,,
12/4/2019,4,12,2019,18.468,24.2,35,49.4,92,surplus,100.029723,1.010097978,surplus,-0.010097978,deficit,,,,,,,,,
12/5/2019,5,12,2019,18.972,24.5,33,49.9,93,surplus,83.19418431,1.012166311,surplus,-0.012166311,deficit,,,,,,,,,
12/6/2019,6,12,2019,16.2,24.5,33,41.1,94,surplus,38.83393075,1.026431301,surplus,-0.026431301,deficit,,,,,,,,,
12/7/2019,7,12,2019,18.792,24,33,34.8,94,surplus,3.972243689,1.336446168,surplus,-0.336446168,deficit,,,,,,,,,
12/8/2019,8,12,2019,18.576,24,33,38.1,91,surplus,11.3673997,1.096456202,surplus,-0.096456202,deficit,,,,,,,,,
12/9/2019,9,12,2019,18.252,24,33,35.6,92,surplus,2.44968516,1.689804951,surplus,-0.689804951,deficit,,,,,,,,,
12/10/2019,10,12,2019,19.044,24.5,34,53.5,91,surplus,110.9289967,1.009096781,surplus,-0.009096781,deficit,,,,,,,,,
12/11/2019,11,12,2019,18.648,24,34.5,52,93,surplus,106.5632112,1.009472997,surplus,-0.009472997,deficit,,,,,,,,,
12/12/2019,12,12,2019,17.568,23,32.5,31,91,deficit,-38.24439914,0.974518657,deficit,0.025481343,deficit,,,,,,,,,
12/13/2019,13,12,2019,15.948,22.5,32,28,92,deficit,-51.88404667,0.981090706,surplus,0.018909294,deficit,,,,,,,,,
12/14/2019,14,12,2019,18.036,21,32.5,25,92,deficit,-89.68780504,0.988973159,surplus,0.011026841,deficit,,,,,,,,,
12/15/2019,15,12,2019,18.684,21.5,32,27,92,deficit,-80.99026798,0.987803431,surplus,0.012196569,deficit,,,,,,,,,
12/16/2019,16,12,2019,19.188,21,33.5,20,95,deficit,-108.1081384,0.990834781,surplus,0.009165219,deficit,,,,,,,,,
12/17/2019,17,12,2019,18.36,20,33,20,95,deficit,-117.2374622,0.991542444,surplus,0.008457556,deficit,,,,,,,,,
12/18/2019,18,12,2019,18.756,22.5,33,27,95,deficit,-53.72683234,0.981727428,surplus,0.018272572,deficit,,,,,,,,,
12/19/2019,19,12,2019,18.07714286,22.5,34.5,31,95,deficit,-20.73826476,0.953998168,deficit,0.046001832,surplus,,,,,,,,,
12/20/2019,20,12,2019,19.44,23,35,34,96,surplus,8.855302904,1.127302538,surplus,-0.127302538,deficit,,,,,,,,,
12/21/2019,21,12,2019,17.784,23,34,39,88,surplus,3.733621935,1.365815034,surplus,-0.365815034,deficit,,,,,,,,,
12/22/2019,22,12,2019,19.8,21,35,23,70,deficit,-150.0662145,0.993380386,surplus,0.006619614,deficit,,,,,,,,,
12/23/2019,23,12,2019,20.376,17,35,18,90,deficit,-178.7973718,0.994438183,surplus,0.005561817,deficit,,,,,,,,,
12/24/2019,24,12,2019,20.34,22,35.5,18,96,deficit,-99.24175,0.990024117,surplus,0.009975883,deficit,,,,,,,,,
12/25/2019,25,12,2019,19.764,17.5,35,17,92,deficit,-169.6725604,0.994140827,surplus,0.005859173,deficit,,,,,,,,,
12/26/2019,26,12,2019,19.872,18,34.5,17,93,deficit,-165.2731018,0.993985798,surplus,0.006014202,deficit,,,,,,,,,
12/27/2019,27,12,2019,19.872,18,34.5,21,84,deficit,-162.0018281,0.993865099,surplus,0.006134901,deficit,,,,,,,,,
12/28/2019,28,12,2019,18.396,18,34.9,17,74,deficit,-186.6279187,0.994670303,surplus,0.005329697,deficit,,,,,,,,,
12/29/2019,29,12,2019,20.304,19,36,20,78,deficit,-166.9488497,0.994045806,surplus,0.005954194,deficit,,,,,,,,,
12/30/2019,30,12,2019,20.376,15.5,36,19,77,deficit,-205.9042203,0.995166846,surplus,0.004833154,deficit,,,,,,,,,
12/31/2019,31,12,2019,19.944,16,35,21,76,deficit,-192.6104083,0.994834988,surplus,0.005165012,deficit,,,,,,,,,
1/1/2020,1,1,2020,19.584,18,31,23,42,deficit,-248.5521766,0.995992822,surplus,0.004007178,deficit,,,,,,,,,
1/2/2020,2,1,2020,19.584,12.5,31.5,23,34,deficit,-272.3337884,0.99634147,surplus,0.00365853,deficit,,,,,,,,,
1/3/2020,3,1,2020,16.38,17,32,24,35,deficit,-212.3326725,0.995312485,surplus,0.004687515,deficit,,,,,,,,,
1/4/2020,4,1,2020,17.46,19.5,33,28,64,deficit,-142.4221166,0.993027575,surplus,0.006972425,deficit,,,,,,,,,
1/5/2020,5,1,2020,19.584,18.5,34,30,61,deficit,-158.1208279,0.993715468,surplus,0.006284532,deficit,,,,,,,,,
1/6/2020,6,1,2020,19.584,20.5,35,28,59,deficit,-151.4313277,0.993439669,surplus,0.006560331,deficit,,,,,,,,,
1/7/2020,7,1,2020,17.424,20,35,22,64,deficit,-155.9939171,0.993630326,surplus,0.006369674,deficit,,,,,,,,,
1/8/2020,8,1,2020,19.584,21,35.5,21,76,deficit,-141.8782084,0.993001032,surplus,0.006998968,deficit,,,,,,,,,
1/9/2020,9,1,2020,17.28,20,34,40,100,deficit,-2.75074601,0.733386372,deficit,0.266613628,surplus,,,,,,,,,
1/10/2020,10,1,2020,16.308,24,34.5,53,99,surplus,114.724813,1.008793156,surplus,-0.008793156,deficit,,,,,,,,,
11/1/2020,1,11,2020,17.424,24.5,34.4,50,100,surplus,116.545204,1.008654621,surplus,-0.008654621,deficit,,,,,,,,,
11/2/2020,2,11,2020,16.38,24,34.5,27,100,deficit,-2.863710533,0.741181439,deficit,0.258818561,surplus,,,,,,,,,
11/3/2020,3,11,2020,19.692,23,36,33,100,surplus,25.20785035,1.041308914,surplus,-0.041308914,deficit,,,,,,,,,
11/4/2020,4,11,2020,20.088,22.5,36,35,97,surplus,20.53633432,1.051186675,surplus,-0.051186675,deficit,,,,,,,,,
11/5/2020,5,11,2020,19.08,21.5,35.1,23,97,deficit,-71.11428069,0.986133121,surplus,0.013866879,deficit,,,,,,,,,
11/6/2020,6,11,2020,20.124,20,35.5,19,59,deficit,-209.240017,0.995243532,surplus,0.004756468,deficit,,,,,,,,,
11/7/2020,7,11,2020,19.08,20.5,34.5,22,84,deficit,-124.1842525,0.992011775,surplus,0.007988225,deficit,,,,,,,,,
11/8/2020,8,11,2020,19.26,20,34,24,49,deficit,-202.6885807,0.995090545,surplus,0.004909455,deficit,,,,,,,,,
11/9/2020,9,11,2020,16.38,20,33.5,26,52,deficit,-158.2550896,0.993720766,surplus,0.006279234,deficit,,,,,,,,,
1/20/2020,20,1,2020,19.188,20,35.1,23,54,deficit,-189.9317275,0.994762526,surplus,0.005237474,deficit,,,,,,,,,
12/1/2020,1,12,2020,16.524,20.2,37,22,81,deficit,-101.7622501,0.9902688,surplus,0.0097312,deficit,,,,,,,,,
12/2/2020,2,12,2020,19.584,21,35.5,18,100,deficit,-99.44501564,0.990044304,surplus,0.009955696,deficit,,,,,,,,,
12/3/2020,3,12,2020,20.448,20.5,35.5,13,28,deficit,-323.1845719,0.996915337,surplus,0.003084663,deficit,,,,,,,,,
12/4/2020,4,12,2020,21.024,19.5,36,13,31,deficit,-326.6132668,0.996947621,surplus,0.003052379,deficit,,,,,,,,,
12/5/2020,5,12,2020,20.7,19.5,36,14,43,deficit,-286.4558108,0.996521204,surplus,0.003478796,deficit,,,,,,,,,
12/6/2020,6,12,2020,19.368,18,34.5,15,49,deficit,-259.0195606,0.996154135,surplus,0.003845865,deficit,,,,,,,,,
12/7/2020,7,12,2020,19.584,18,35,18,83,deficit,-175.4983011,0.994334223,surplus,0.005665777,deficit,,,,,,,,,
12/8/2020,8,12,2020,19.98,18,37,17,74,deficit,-195.5403758,0.994911987,surplus,0.005088013,deficit,,,,,,,,,
12/9/2020,9,12,2020,20.34,18.5,36,11,73,deficit,-238.0779697,0.995817264,surplus,0.004182736,deficit,,,,,,,,,
1/30/2020,30,1,2020,19.944,18,35,12,95,deficit,-187.932736,0.994707111,surplus,0.005292889,deficit,,,,,,,,,
2/1/2020,1,2,2020,19.98,19.5,36,12,91,deficit,-177.4680917,0.994396757,surplus,0.005603243,deficit,,,,,,,,,
2/2/2020,2,2,2020,20.304,18,35.5,14,62,deficit,-248.0998394,0.995985545,surplus,0.004014455,deficit,,,,,,,,,
2/3/2020,3,2,2020,19.944,17.5,36,15,81,deficit,-201.2782484,0.995056315,surplus,0.004943685,deficit,,,,,,,,,
2/4/2020,4,2,2020,19.728,18,35,30,92,deficit,-91.92135779,0.989238211,surplus,0.010761789,deficit,,,,,,,,,
2/5/2020,5,2,2020,16.38,19,34.5,16,86,deficit,-141.6599648,0.992990325,surplus,0.007009675,deficit,,,,,,,,,
2/6/2020,6,2,2020,19.98,19.5,36,15,86,deficit,-170.8721097,0.99418172,surplus,0.00581828,deficit,,,,,,,,,
2/7/2020,7,2,2020,19.656,19.5,36.5,16,40,deficit,-264.5935936,0.996234849,surplus,0.003765151,deficit,,,,,,,,,
2/8/2020,8,2,2020,19.944,19.5,36.5,16,71,deficit,-197.1141454,0.994952405,surplus,0.005047595,deficit,,,,,,,,,
2/9/2020,9,2,2020,19.62,19.5,35,27,100,deficit,-72.60832355,0.98641458,surplus,0.01358542,deficit,,,,,,,,,
2/10/2020,10,2,2020,17.028,21,33.5,22,99,deficit,-76.92902269,0.98716781,surplus,0.01283219,deficit,,,,,,,,,
2/11/2020,11,2,2020,17.82,23,35,16,39,deficit,-231.0855902,0.995691245,surplus,0.004308755,deficit,,,,,,,,,
